Student,Paper,Country,Site,Latitude,Longitude,Biome,Study_Type,Experimental_Unit,Database,Response_Type,Genus,Species,Experimental_Treatment,Magnitude,Year_Sampled_Start,Year_Sampled_End,Mean_Sample_Year,Total_Years,Range_Years,Data_Thief,Method,Mean_LeafFall,LeafFall50_measured,LeafFall80_measured,LeafFall90_measured,LeafFall10_fit,LeafFall50_fit,LeafFall75_fit,LeafFall80_fit,LeafColor_50,ColorChange_10_90,LeafColor_measured,LeafFall100_meaured,LeafFall100_fit,LAI_zero,LeafFall75_measured,LeafFall_1_50_BBCH94,EddyCovariance,ColorChange_10_90,Px_40,Increase_PAR_ratio,Increase_PAR_trans,Px_0,Plateau_PAR_trans,Plateau_PAR_ratio,NDVI,NDVI_0.6,Photo_Green_Index,Photo_Peak Red_Index,SPAD,Begin_Abscisission,Pheno_Scale_4,Landsat_50cover,Chlorophyll_50,Amax_50,Peak_color_change,50_percent_green,50_percent_yellow,Zero_green,Vitasse_Date,NDII_0.2,MTCI,LeafFall87.5_measured,Reported_slope_yr,Reported_slope_C
Gill,Dragoni_and_Rahman_2012_AgrForMeteorol,United States,30.75,30.75,na,temperate,Observational,multiple tree,FALSE,slope,mixed,na,reference,na,1989,2008,na,20,20,FALSE,remote_sensing,,na,na,na,,,,,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,,,,,na,na,,1.09,
Gill,Dragoni_and_Rahman_2012_AgrForMeteorol,United States,33.25,33.25,na,temperate,Observational,multiple tree,FALSE,slope,mixed,na,reference,na,1989,2008,na,20,20,FALSE,remote_sensing,,na,na,na,,,,,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,,,,,na,na,,1.2,
Gill,Dragoni_and_Rahman_2012_AgrForMeteorol,United States,33.75,33.75,na,temperate,Observational,multiple tree,FALSE,slope,mixed,na,reference,na,1989,2008,na,20,20,FALSE,remote_sensing,,na,na,na,,,,,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,,,,,na,na,,0.83,
Gill,Dragoni_and_Rahman_2012_AgrForMeteorol,United States,38.25,38.25,na,temperate,Observational,multiple tree,FALSE,slope,mixed,na,reference,na,1989,2008,na,20,20,FALSE,remote_sensing,,na,na,na,,,,,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,,,,,na,na,,162,
Gill,Dragoni_and_Rahman_2012_AgrForMeteorol,United States,40.75,40.75,na,temperate,Observational,multiple tree,FALSE,slope,mixed,na,reference,na,1989,2008,na,20,20,FALSE,remote_sensing,,na,na,na,,,,,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,,,,,na,na,,0.65,
Gill,Dragoni_and_Rahman_2012_AgrForMeteorol,United States,43.25,43.25,na,temperate,Observational,multiple tree,FALSE,slope,mixed,na,reference,na,1989,2008,na,20,20,FALSE,remote_sensing,,na,na,na,,,,,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,,,,,na,na,,0.82,
Gill,Dragoni_and_Rahman_2012_AgrForMeteorol,United States,45.75,45.75,na,temperate,Observational,multiple tree,FALSE,slope,mixed,na,reference,na,1989,2008,na,20,20,FALSE,remote_sensing,,na,na,na,,,,,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,,,,,na,na,,0.87,
Gill,Dragoni_and_Rahman_2012_AgrForMeteorol,United States,48.25,48.25,na,temperate,Observational,multiple tree,FALSE,slope,mixed,na,reference,na,1989,2008,na,20,20,FALSE,remote_sensing,,na,na,na,,,,,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,,,,,na,na,,0.28,
Gill,Dragoni_etal_2011_GlobalChangeBiol,United States,Morgon Monroe State Forest,39.31666667,-86.41666667,temperate,Observational,multiple tree,FALSE,slope,mixed,na,reference,na,1998,2008,na,11,11,TRUE,remote_sensing,,na,na,na,,,,,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,,,,,na,na,,3.03,na
Gill,Dragoni_etal_2011_GlobalChangeBiol,United States,Morgon Monroe State Forest,39.31666667,-86.41666667,temperate,Observational,multiple tree,FALSE,slope,mixed,na,reference,na,1998,2008,na,11,11,TRUE,remote_sensing,,na,na,na,,,,,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,,,,,na,na,,3.13,na
Gill,Dragoni_etal_2011_GlobalChangeBiol,United States,Morgon Monroe State Forest,39.31666667,-86.41666667,temperate,Observational,multiple tree,FALSE,slope,mixed,na,reference,na,1998,2008,na,11,11,TRUE,remote_standing,,na,na,na,,,,,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,na,na,na,na,,,,,,na,na,,2.63,na
Rigden,Chmielewski_etal_2001_AgrForestMeteorol,Europe,"01, British Isles/Channel Coast",51.6,-3.8,temperate,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1969,1998,na,30,30,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-0.04,na
Rigden,Chmielewski_etal_2001_AgrForestMeteorol,Europe,"02, North Sea/Central Enropean Lowlands",52.9,10.1,temperate,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1969,1998,na,30,30,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.04,na
Rigden,Chmielewski_etal_2001_AgrForestMeteorol,Europe,"03, Baltic Sea Region",57.2,15.2,temperate,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1969,1998,na,30,30,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-0.01,na
Rigden,Chmielewski_etal_2001_AgrForestMeteorol,Europe,"04, North Atlantic Mountain Region",61.9,8.1,boreal,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1969,1998,na,30,30,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.02,na
Rigden,Chmielewski_etal_2001_AgrForestMeteorol,Europe,"05, North Scandinavia",67.1,26.7,boreal,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1969,1998,na,30,30,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.24,na
Rigden,Chmielewski_etal_2001_AgrForestMeteorol,Europe,"06, Northern Central European Highlands",50.4,8.7,temperate,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1969,1998,na,30,30,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.05,na
Rigden,Chmielewski_etal_2001_AgrForestMeteorol,Europe,"07, Southern Central European Highlands",48.2,8.2,temperate,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1969,1998,na,30,30,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.15,na
Rigden,Chmielewski_etal_2001_AgrForestMeteorol,Europe,"08, North Alpine Foreland",47.8,10.9,temperate,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1969,1998,na,30,30,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.05,na
Rigden,Chmielewski_etal_2001_AgrForestMeteorol,Europe,"09, Bav.-Bohemian Highlands/Carpathian Mountains",48.6,15.5,temperate,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1969,1998,na,30,30,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.09,na
Rigden,Chmielewski_etal_2001_AgrForestMeteorol,Europe,"10, Great Hungarian Lowlands/Danube-Save-Region",46,19.6,temperate,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1969,1998,na,30,30,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.1,na
Rigden,Chmielewski_etal_2001_AgrForestMeteorol,Europe,"11, Dinaric Mountain Region/Dalmatia",42.9,20.3,temperate,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1969,1998,na,30,30,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.34,na
Rigden,Chmielewski_etal_2005_IntJBiometeorol,Germany,Saxony,na,na,temperate,Observational,individual tree,TRUE,slope,Betula,pendula,reference,reference,1961,2000,na,40,40,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.02,na
Rigden,Chmielewski_etal_2005_IntJBiometeorol,Germany,Saxony,na,na,temperate,Observational,individual tree,TRUE,slope,Aesculus,hippocastanum,reference,reference,1961,2000,na,40,40,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-0.06,na
Rigden,Chmielewski_etal_2005_IntJBiometeorol,Germany,Saxony,na,na,temperate,Observational,individual tree,TRUE,slope,Quercus,robur,reference,reference,1961,2000,na,40,40,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.06,na
Rigden,Chen_etal_2005_GlobalChangeBiol,China,Latitudinal Zone 1: 32-34.99 N,na,na,temperate,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1982,1993,na,11,11,NO,ground_observation_color,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0002,na
Rigden,Chen_etal_2005_GlobalChangeBiol,China,Latitudinal Zone 2: 35-37.99 N,na,na,temperate,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1982,1993,na,11,11,NO,ground_observation_color,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.8748,na
Rigden,Chen_etal_2005_GlobalChangeBiol,China,Latitudinal Zone 3: 38-40.99 N,na,na,temperate,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1982,1993,na,11,11,NO,ground_observation_color,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.8133,na
Rigden,Chen_etal_2005_GlobalChangeBiol,China,Latitudinal Zone 4: 41-43.99 N,na,na,temperate,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1982,1993,na,11,11,NO,ground_observation_color,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.8718,na
Rigden,Chen_etal_2005_GlobalChangeBiol,China,Latitudinal Zone 5: >= 44 N,na,na,temperate,Observational,individual tree,TRUE,slope,mixed,mixed,reference,reference,1982,1993,na,11,11,NO,ground_observation_color,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.6597,na
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,1,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,18,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-4.62,-0.88
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,2,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-0.14,-0.7
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,3,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.35,1.96
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,4,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,19,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.25,1.83
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,5,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-0.75,1.83
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,6,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,18,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.8,2.08
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,7,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.12,3.17
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,8,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.09,3.13
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,9,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.29,-0.83
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,10,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,19,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-0.9,4.5
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,11,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-5.34,1.78
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,12,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,19,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.75,7.65
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,13,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,19,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.3,2.66
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,14,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,19,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-8.35,-2.09
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,15,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.32,-1.92
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,16,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,16,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.91,3.92
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,17,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.05,1.21
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,18,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.85,3.18
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,19,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-1.46,0.56
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,20,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.44,3.26
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,21,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-6.2,2.86
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,22,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,19,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.56,1.72
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,23,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,19,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-3.89,-1.35
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,24,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-2.36,-2.05
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,25,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,19,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-0.58,1.97
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,26,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-2.38,-0.71
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,27,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6.3,2.77
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,28,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.54,2.67
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,29,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6.92,5.2
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,30,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-0.43,1.36
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,31,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.9,2.22
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,32,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-0.55,1.89
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,33,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.17,0.84
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,34,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.56,4.34
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,35,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,19,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.82,1.52
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,36,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,19,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6.9,4.76
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,37,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,19,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.47,0.95
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,38,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,16,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.96,2.54
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,39,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.91,2.75
